order_id,order_date,customer_id,seller_id,order_status
11598,5/1/2023,98,23,Inprogress
6247,3/24/2023,98,3,Inprogress
11298,3/23/2023,98,19,Inprogress
2939,4/8/2022,98,3,Inprogress
14171,1/28/2022,98,7,Inprogress
2615,12/8/2020,98,5,Inprogress
13525,8/11/2020,98,18,Inprogress
1333,2/21/2020,98,3,Inprogress
13261,3/23/2023,99,1,Inprogress
14077,1/12/2022,99,5,Inprogress
14567,2/4/2020,99,10,Inprogress
5459,11/1/2022,100,4,Inprogress
16674,9/10/2021,100,30,Inprogress
13571,7/15/2020,100,3,Inprogress
343,4/1/2023,101,1,Inprogress
12554,5/7/2022,101,9,Inprogress
13565,10/12/2020,101,17,Inprogress
5903,6/29/2022,102,4,Inprogress
1963,6/5/2021,102,3,Inprogress
17178,8/3/2020,102,24,Inprogress
3785,1/11/2024,103,2,Inprogress
8512,12/13/2023,103,1,Inprogress
3029,10/7/2023,103,5,Inprogress
5213,2/17/2023,103,5,Inprogress
18759,6/19/2022,103,23,Inprogress
10790,9/23/2021,103,6,Inprogress
11138,2/3/2021,103,13,Inprogress
15820,11/13/2023,104,31,Inprogress
7430,9/29/2022,104,2,Inprogress
13401,8/17/2022,104,13,Inprogress
12212,5/1/2021,104,8,Inprogress
14219,3/27/2021,104,14,Inprogress
10292,9/11/2020,104,16,Inprogress
18921,6/16/2020,105,22,Inprogress
53,4/23/2022,106,2,Inprogress
15249,4/20/2020,106,3,Inprogress
6377,4/15/2023,107,2,Inprogress
10798,10/12/2022,107,23,Inprogress
12056,12/25/2020,107,4,Inprogress
4615,12/12/2023,108,4,Inprogress
8754,6/11/2022,108,4,Inprogress
14773,3/9/2022,108,2,Inprogress
8338,11/15/2020,108,1,Inprogress
2687,4/20/2023,109,1,Inprogress
12162,11/28/2022,109,3,Inprogress
12102,1/22/2022,109,3,Inprogress
16906,12/2/2021,109,22,Inprogress
11990,4/15/2021,109,14,Inprogress
4153,6/3/2020,110,5,Inprogress
9836,1/1/2020,110,10,Inprogress
11172,10/13/2022,111,8,Inprogress
5847,1/24/2021,111,4,Inprogress
17939,4/2/2020,111,35,Inprogress
19775,8/6/2023,112,21,Inprogress
17248,12/9/2020,112,23,Inprogress
9678,12/5/2020,112,24,Inprogress
18663,5/31/2020,112,27,Inprogress
18287,8/21/2020,113,34,Inprogress
14601,4/18/2023,114,1,Inprogress
8632,12/12/2022,114,3,Inprogress
12440,10/8/2022,114,10,Inprogress
17881,11/2/2020,114,23,Inprogress
4331,3/5/2020,114,2,Inprogress
17899,1/14/2020,114,21,Inprogress
4089,12/17/2022,115,5,Inprogress
15932,7/4/2023,116,35,Inprogress
5753,2/16/2023,116,2,Inprogress
11780,11/26/2022,116,6,Inprogress
7668,9/29/2022,116,3,Inprogress
16362,3/26/2021,116,28,Inprogress
255,11/1/2022,117,2,Inprogress
1555,10/25/2021,117,4,Inprogress
9894,2/1/2022,118,17,Inprogress
14955,10/27/2020,118,9,Inprogress
539,2/26/2020,118,5,Inprogress
11934,9/9/2023,119,5,Inprogress
1681,5/22/2022,119,4,Inprogress
9300,4/29/2022,119,5,Inprogress
7230,7/25/2023,120,3,Inprogress
1075,7/9/2023,120,1,Inprogress
9506,5/30/2023,120,5,Inprogress
4369,4/10/2021,120,2,Inprogress
10678,11/12/2022,121,25,Inprogress
1305,11/10/2022,121,5,Inprogress
14349,4/6/2022,121,8,Inprogress
5329,4/21/2020,122,1,Inprogress
12048,12/26/2022,123,22,Inprogress
12574,11/18/2022,123,20,Inprogress
18935,11/9/2022,123,24,Inprogress
17935,1/12/2020,123,26,Inprogress
18931,9/24/2021,124,32,Inprogress
15209,2/18/2021,124,35,Inprogress
10532,7/5/2022,125,4,Inprogress
13719,7/1/2022,125,14,Inprogress
15691,2/9/2022,125,22,Inprogress
13177,2/13/2024,126,9,Inprogress
18919,11/15/2022,126,28,Inprogress
783,12/22/2021,126,3,Inprogress
5961,6/26/2021,126,2,Inprogress
11134,4/15/2021,126,14,Inprogress
11068,6/17/2023,127,10,Inprogress
2067,5/29/2023,127,1,Inprogress
1443,8/6/2020,127,4,Inprogress
17691,7/5/2023,128,35,Inprogress
6821,7/21/2022,128,3,Inprogress
17350,10/20/2021,128,28,Inprogress
4083,2/17/2020,128,2,Inprogress
17767,8/15/2022,129,32,Inprogress
7400,6/1/2021,129,5,Inprogress
4447,8/8/2020,129,5,Inprogress
4357,7/14/2020,129,3,Inprogress
1275,4/20/2020,129,2,Inprogress
14829,8/5/2023,132,22,Inprogress
8908,2/9/2022,132,5,Inprogress
6949,1/7/2022,132,1,Inprogress
7232,11/14/2020,132,2,Inprogress
14729,6/13/2023,134,36,Inprogress
16280,12/1/2021,134,35,Inprogress
7096,11/7/2023,135,1,Inprogress
19469,9/11/2022,135,35,Inprogress
8104,2/8/2024,136,2,Inprogress
439,11/11/2021,137,1,Inprogress
10238,4/11/2021,137,3,Inprogress
4633,8/20/2020,137,5,Inprogress
11442,3/17/2023,138,13,Inprogress
6833,5/27/2020,138,4,Inprogress
2489,3/10/2022,139,4,Inprogress
8428,11/19/2022,140,5,Inprogress
4755,11/18/2022,140,2,Inprogress
13857,6/8/2022,140,23,Inprogress
16702,7/9/2021,140,24,Inprogress
3831,1/7/2024,141,5,Inprogress
3993,5/26/2022,141,5,Inprogress
3539,3/22/2022,141,2,Inprogress
3261,3/17/2023,142,3,Inprogress
7234,8/11/2021,142,4,Inprogress
3031,8/14/2020,142,2,Inprogress
13199,8/31/2023,143,8,Inprogress
4095,3/27/2023,143,5,Inprogress
2749,2/2/2022,143,3,Inprogress
4729,12/22/2022,144,1,Inprogress
15708,9/22/2021,144,29,Inprogress
14027,12/20/2023,145,22,Inprogress
4337,10/4/2023,145,4,Inprogress
397,7/3/2023,145,5,Inprogress
3713,8/10/2022,145,1,Inprogress
18955,10/22/2021,145,32,Inprogress
1593,9/11/2021,145,5,Inprogress
19581,8/17/2021,145,21,Inprogress
6403,1/18/2024,146,4,Inprogress
16846,2/28/2023,146,25,Inprogress
7632,12/2/2021,146,2,Inprogress
19717,10/14/2021,146,20,Inprogress
12570,11/3/2020,146,24,Inprogress
3229,11/9/2022,147,3,Inprogress
4553,4/21/2022,147,4,Inprogress
19077,2/15/2021,147,32,Inprogress
19259,8/5/2023,148,24,Inprogress
19863,7/25/2021,148,20,Inprogress
1091,7/15/2020,148,5,Inprogress
5923,3/27/2020,148,1,Inprogress
8950,10/13/2023,149,1,Inprogress
15041,9/10/2023,149,47,Inprogress
15808,8/7/2023,149,26,Inprogress
17412,6/12/2022,149,33,Inprogress
13769,3/28/2021,149,21,Inprogress
2029,1/9/2024,150,1,Inprogress
4659,2/7/2022,150,2,Inprogress
6349,10/1/2021,150,2,Inprogress
1803,6/17/2021,150,1,Inprogress
15986,8/16/2020,150,20,Inprogress
17835,3/28/2020,150,25,Inprogress
15898,1/10/2020,150,20,Inprogress
3187,8/30/2023,151,5,Inprogress
6929,6/29/2023,151,4,Inprogress
10500,4/30/2023,151,9,Inprogress
2621,11/11/2021,151,5,Inprogress
8508,10/21/2020,151,2,Inprogress
5011,2/11/2023,152,2,Inprogress
16122,11/14/2022,152,21,Inprogress
715,2/21/2022,152,1,Inprogress
11412,10/12/2023,153,18,Inprogress
2877,8/25/2023,153,1,Inprogress
8000,6/9/2023,153,1,Inprogress
18853,1/6/2023,153,27,Inprogress
303,6/8/2022,153,2,Inprogress
6599,10/18/2021,153,2,Inprogress
4701,9/1/2021,153,2,Inprogress
7738,4/30/2021,154,3,Inprogress
10786,1/3/2021,154,2,Inprogress
4879,6/28/2020,154,3,Inprogress
18611,4/9/2020,154,22,Inprogress
1667,12/12/2023,155,5,Inprogress
19337,10/14/2020,155,35,Inprogress
14149,4/30/2020,155,13,Inprogress
14241,11/14/2023,156,12,Inprogress
12562,6/1/2023,156,5,Inprogress
15497,12/18/2022,156,25,Inprogress
3417,9/3/2022,156,5,Inprogress
13433,6/14/2022,156,7,Inprogress
763,1/10/2022,156,4,Inprogress
2809,7/7/2020,156,5,Inprogress
14611,5/14/2020,157,24,Inprogress
7054,9/7/2023,158,2,Inprogress
1931,10/29/2022,158,1,Inprogress
16950,6/9/2021,158,20,Inprogress
8696,2/25/2021,158,3,Inprogress
7682,7/18/2020,158,4,Inprogress
14957,6/6/2020,158,10,Inprogress
14853,10/18/2023,159,13,Inprogress
13309,4/2/2022,159,10,Inprogress
4535,5/15/2020,159,3,Inprogress
6203,8/4/2020,160,3,Inprogress
16558,6/10/2023,161,29,Inprogress
13369,10/1/2022,161,16,Inprogress
9560,9/9/2020,161,2,Inprogress
9688,7/7/2020,161,4,Inprogress
421,11/17/2023,162,2,Inprogress
4333,4/19/2023,162,4,Inprogress
2963,10/5/2022,162,1,Inprogress
18717,8/15/2022,162,24,Inprogress
16196,8/22/2021,162,28,Inprogress
14217,9/16/2020,162,14,Inprogress
14271,5/4/2023,163,1,Inprogress
1831,9/1/2022,163,3,Inprogress
2337,5/6/2023,164,2,Inprogress
18901,4/3/2023,164,27,Inprogress
6533,1/2/2022,164,2,Inprogress
10944,7/29/2021,164,7,Inprogress
4225,11/29/2020,164,5,Inprogress
7954,6/21/2020,164,4,Inprogress
5291,8/19/2022,165,2,Inprogress
8450,7/14/2020,165,3,Inprogress
15199,7/30/2022,166,19,Inprogress
7702,11/30/2021,166,4,Inprogress
15301,12/18/2023,167,17,Inprogress
13339,11/24/2022,167,12,Inprogress
18633,9/11/2021,167,34,Inprogress
3603,5/27/2023,168,2,Inprogress
7246,7/8/2021,168,1,Inprogress
11720,6/30/2021,168,6,Inprogress
19333,12/16/2021,169,29,Inprogress
9978,8/27/2020,169,4,Inprogress
9150,8/6/2020,169,4,Inprogress
4677,2/4/2023,170,2,Inprogress
1533,10/16/2022,170,4,Inprogress
2657,5/24/2022,170,2,Inprogress
1961,5/16/2022,170,3,Inprogress
16500,4/21/2022,170,32,Inprogress
10710,6/8/2021,170,12,Inprogress
8058,10/5/2020,170,2,Inprogress
19001,7/9/2023,171,25,Inprogress
13171,7/2/2023,171,10,Inprogress
16306,2/23/2023,171,35,Inprogress
11198,1/25/2023,171,14,Inprogress
15,11/20/2022,172,5,Inprogress
575,10/31/2022,172,4,Inprogress
19155,5/22/2022,172,22,Inprogress
16034,1/21/2021,172,20,Inprogress
17006,4/16/2020,172,30,Inprogress
13603,5/21/2023,173,23,Inprogress
13295,8/17/2022,173,12,Inprogress
7078,6/24/2022,173,1,Inprogress
7544,10/28/2021,173,5,Inprogress
5539,7/10/2021,173,2,Inprogress
12808,1/19/2024,174,5,Inprogress
9812,1/25/2023,174,6,Inprogress
16460,1/24/2022,174,26,Inprogress
1207,10/9/2020,174,4,Inprogress
3611,1/2/2024,175,2,Inprogress
4371,11/4/2023,175,2,Inprogress
16856,1/21/2021,175,21,Inprogress
1653,8/5/2020,175,4,Inprogress
17064,9/4/2022,176,33,Inprogress
1385,8/17/2022,176,3,Inprogress
16942,11/8/2020,176,32,Inprogress
18283,8/10/2020,176,21,Inprogress
3891,1/5/2024,177,3,Inprogress
13257,9/7/2023,177,2,Inprogress
5267,4/14/2022,177,3,Inprogress
18187,2/6/2022,178,31,Inprogress
10068,9/28/2022,179,21,Inprogress
2889,8/22/2022,179,3,Inprogress
18237,9/11/2023,180,27,Inprogress
879,10/13/2023,181,1,Inprogress
10178,6/2/2021,181,21,Inprogress
10452,3/22/2021,181,4,Inprogress
15762,6/4/2020,181,26,Inprogress
15491,4/26/2020,181,25,Inprogress
3107,2/21/2020,181,5,Inprogress
2599,7/9/2023,182,2,Inprogress
3897,10/27/2022,182,1,Inprogress
1445,3/28/2022,182,2,Inprogress
14061,5/25/2020,182,21,Inprogress
12762,4/14/2020,182,11,Inprogress
1423,6/12/2023,183,4,Inprogress
2847,5/18/2023,183,5,Inprogress
19045,9/18/2021,183,26,Inprogress
10268,9/22/2020,183,23,Inprogress
11334,3/31/2020,183,17,Inprogress
10718,9/17/2023,184,18,Inprogress
6891,7/21/2021,184,1,Inprogress
2919,6/14/2021,184,5,Inprogress
4483,11/21/2023,185,1,Inprogress
8288,7/6/2023,185,2,Inprogress
9398,10/27/2022,185,4,Inprogress
1321,3/13/2023,187,5,Inprogress
16342,8/25/2021,187,33,Inprogress
18881,6/5/2021,187,33,Inprogress
9834,7/9/2020,187,15,Inprogress
5515,2/28/2020,187,3,Inprogress
7136,1/5/2024,188,4,Completed
1107,6/19/2023,188,2,Completed
2787,12/30/2022,188,1,Completed
1033,11/24/2022,188,4,Completed
19241,9/12/2022,188,35,Completed
6035,7/6/2021,188,1,Completed
1069,4/28/2023,189,2,Completed
4499,3/5/2023,189,2,Completed
11560,11/8/2022,189,10,Completed
17500,1/20/2022,189,24,Completed
14043,10/14/2021,189,16,Completed
1761,9/9/2020,189,4,Completed
11416,3/6/2020,189,11,Completed
4461,1/24/2024,190,3,Completed
3291,9/27/2023,190,4,Completed
8262,4/5/2023,190,5,Completed
11768,7/25/2021,190,20,Completed
17468,8/14/2023,191,28,Completed
12838,7/1/2022,191,14,Completed
14299,4/3/2022,191,4,Completed
9270,1/25/2021,191,2,Completed
16246,10/27/2020,191,32,Completed
837,9/30/2020,191,5,Completed
4429,3/31/2023,192,4,Completed
11566,12/9/2021,192,5,Completed
3893,2/3/2024,193,3,Completed
6581,3/27/2022,193,1,Completed
17054,9/24/2020,193,28,Completed
13553,1/30/2020,193,16,Completed
7110,7/17/2023,194,4,Completed
19741,2/21/2023,194,30,Completed
4899,6/20/2022,194,4,Completed
11288,8/8/2020,194,21,Completed
16726,8/21/2023,195,24,Completed
3017,7/20/2022,195,4,Completed
4613,8/11/2020,195,5,Completed
6651,3/15/2022,196,1,Completed
1463,5/24/2021,196,3,Completed
2771,9/16/2020,196,1,Completed
4133,1/4/2024,197,1,Completed
15994,11/18/2023,197,31,Completed
2923,3/27/2023,197,2,Completed
10330,1/19/2021,197,12,Completed
15351,12/24/2020,197,14,Completed
3829,4/10/2020,197,1,Completed
7618,9/24/2022,198,5,Completed
12556,4/11/2021,198,9,Completed
1705,4/17/2020,198,3,Completed
1859,12/28/2021,199,2,Completed
7404,11/5/2021,199,5,Completed
13507,11/2/2021,199,3,Completed
12246,1/17/2024,201,2,Completed
14153,11/18/2023,201,13,Completed
5821,12/10/2022,201,1,Completed
19759,12/7/2022,201,21,Completed
11104,4/25/2022,201,13,Completed
6785,5/17/2023,202,5,Completed
10564,5/17/2023,202,15,Completed
6289,5/14/2020,202,5,Completed
2909,8/29/2023,203,4,Completed
7174,1/14/2023,203,3,Completed
1367,1/7/2022,203,1,Completed
729,4/2/2021,203,1,Completed
9636,12/1/2020,203,4,Completed
10662,6/10/2020,203,11,Completed
12024,6/8/2020,203,16,Completed
3939,11/15/2022,204,4,Completed
3645,4/30/2022,204,3,Completed
8474,11/3/2021,204,4,Completed
13075,8/16/2020,204,2,Completed
9074,10/16/2022,205,3,Completed
11204,4/1/2022,205,10,Completed
9488,10/28/2020,205,1,Completed
16046,1/17/2020,205,33,Completed
6633,10/1/2023,206,1,Completed
8038,5/11/2020,206,3,Completed
8964,6/27/2023,207,4,Completed
13205,3/2/2020,207,21,Completed
12634,1/3/2024,208,3,Completed
5007,1/21/2024,209,2,Completed
7220,11/20/2023,209,4,Completed
489,10/30/2022,210,5,Completed
14679,8/20/2022,210,49,Completed
2709,5/3/2022,210,1,Completed
19599,4/21/2022,210,32,Completed
17140,8/22/2023,211,35,Completed
2601,6/15/2023,211,5,Completed
4205,2/16/2023,211,1,Completed
15928,5/20/2022,211,25,Completed
4449,4/22/2022,211,3,Completed
3361,7/2/2022,212,3,Completed
4875,11/29/2021,212,5,Completed
5535,10/2/2021,212,1,Completed
3323,1/29/2024,213,4,Completed
5837,10/24/2023,213,3,Completed
18949,1/10/2021,213,35,Completed
5957,10/14/2020,213,1,Completed
9442,5/17/2020,213,5,Completed
18433,9/4/2023,214,32,Completed
7248,3/28/2023,214,3,Completed
11046,12/18/2022,214,14,Completed
1347,8/1/2023,215,2,Completed
18357,5/7/2023,215,32,Completed
13745,2/1/2020,215,1,Completed
8628,11/13/2023,216,2,Completed
15025,9/30/2022,216,15,Completed
4761,4/22/2023,217,5,Completed
3309,10/3/2021,217,3,Completed
12174,1/13/2020,217,9,Completed
15187,1/10/2020,217,9,Completed
87,10/14/2023,218,3,Completed
14627,7/17/2023,218,1,Completed
14527,9/3/2022,218,18,Completed
8382,9/28/2021,218,4,Completed
13217,12/24/2020,218,22,Completed
15625,8/15/2020,218,28,Completed
17556,6/21/2020,218,27,Completed
1095,1/1/2020,218,1,Completed
13717,6/17/2023,219,21,Completed
521,4/22/2022,219,2,Completed
19929,2/14/2022,219,30,Completed
10582,10/8/2021,219,6,Completed
16242,2/24/2020,219,28,Completed
15724,9/7/2022,220,30,Completed
8720,6/17/2020,220,1,Completed
16628,1/19/2024,221,32,Completed
6323,1/16/2023,221,1,Completed
109,1/6/2024,222,1,Completed
3049,1/26/2021,222,5,Completed
15814,1/26/2021,222,33,Completed
14319,9/6/2020,222,11,Completed
15716,8/21/2020,222,28,Completed
18913,2/16/2023,224,28,Completed
3671,5/2/2022,224,5,Completed
17086,9/30/2023,225,20,Completed
12876,7/7/2022,225,24,Completed
2379,3/12/2020,225,5,Completed
14965,1/20/2023,226,23,Completed
1733,1/8/2023,226,2,Completed
17106,4/26/2021,226,23,Completed
10428,7/13/2020,226,20,Completed
12844,6/22/2023,227,25,Completed
11418,12/2/2021,227,22,Completed
7132,9/30/2023,228,3,Completed
9728,7/16/2023,228,24,Completed
8736,3/1/2022,228,1,Completed
17699,12/16/2020,228,26,Completed
527,1/1/2024,229,1,Completed
11588,7/29/2023,229,8,Completed
17877,12/22/2022,229,24,Completed
1109,10/3/2022,229,2,Completed
17400,9/18/2020,229,24,Completed
2841,4/16/2023,230,5,Completed
19589,11/19/2022,230,30,Completed
9002,8/27/2021,230,3,Completed
13225,7/4/2020,230,4,Completed
423,12/19/2023,231,1,Completed
10622,11/13/2022,232,6,Completed
7444,6/19/2022,232,2,Completed
1239,6/4/2022,232,2,Completed
3815,9/29/2021,232,2,Completed
3475,8/28/2021,232,4,Completed
8782,3/21/2023,233,2,Completed
17230,12/12/2021,233,26,Completed
4989,6/3/2020,233,2,Completed
14433,1/8/2023,234,2,Completed
14137,4/4/2023,235,2,Completed
2965,3/30/2023,235,5,Completed
12110,3/27/2022,235,23,Completed
6589,3/20/2020,235,5,Completed
13223,4/1/2023,237,19,Completed
5345,2/27/2023,237,3,Completed
19961,9/15/2021,238,34,Completed
11404,1/29/2021,238,11,Completed
7046,8/30/2023,239,2,Completed
13421,6/12/2023,239,13,Completed
289,1/26/2020,239,1,Completed
4479,5/16/2023,240,2,Completed
6217,12/16/2022,240,4,Completed
105,5/7/2022,240,1,Completed
16612,4/28/2022,240,31,Completed
17983,3/1/2022,240,27,Completed
13127,9/14/2021,240,24,Completed
11254,7/5/2021,240,25,Completed
19661,7/11/2020,240,20,Completed
18053,8/30/2022,241,25,Completed
15373,8/9/2022,241,17,Completed
6867,1/5/2021,241,5,Completed
5991,12/3/2023,242,2,Completed
19539,11/21/2023,242,27,Completed
11432,10/28/2023,242,1,Completed
18469,5/31/2023,242,27,Completed
16756,9/13/2021,242,32,Completed
5749,4/30/2021,242,5,Completed
18815,2/4/2020,242,31,Completed
1079,8/12/2023,243,2,Completed
9936,9/17/2022,243,4,Completed
3175,4/3/2023,244,1,Completed
14735,5/16/2022,244,29,Completed
13643,11/15/2021,244,21,Completed
14487,6/12/2020,244,21,Completed
5875,2/26/2023,245,3,Completed
10162,2/7/2022,245,15,Completed
8954,1/9/2021,245,1,Completed
18121,11/9/2020,245,20,Completed
13549,3/6/2020,245,5,Completed
14463,6/7/2022,246,13,Completed
1583,10/29/2021,246,2,Completed
16684,10/16/2021,246,20,Completed
11266,7/24/2021,246,21,Completed
12108,11/28/2020,247,4,Completed
15405,4/15/2020,247,31,Completed
19833,7/3/2023,248,20,Completed
23,4/19/2023,248,4,Completed
8096,12/11/2022,248,2,Completed
10598,9/4/2021,248,19,Completed
2427,11/12/2022,249,2,Completed
12058,5/17/2023,251,7,Completed
5099,5/19/2021,251,5,Completed
3653,8/7/2020,251,4,Completed
5257,3/11/2020,251,2,Completed
2005,5/7/2022,252,5,Completed
