shipping_id,order_id,delivery_status
1073,13285,Delivered
1074,11732,Delivered
1075,3127,Delivered
1076,9602,Delivered
1077,10640,Delivered
1078,10916,Delivered
1079,9710,Delivered
1080,12410,Delivered
1081,2743,Delivered
1082,15677,Delivered
1083,16560,Delivered
1084,5569,Delivered
1085,16874,Delivered
1086,5517,Delivered
1087,15760,Delivered
1088,11974,Delivered
1089,1801,Delivered
1090,11834,Delivered
1091,1921,Delivered
1092,9034,Delivered
1093,17857,Delivered
1094,14813,Delivered
1095,7984,Delivered
1096,16096,Delivered
1097,13799,Delivered
1098,18431,Delivered
1099,251,Delivered
1100,7596,Delivered
1101,11102,Delivered
1102,4293,Delivered
1103,3365,Delivered
1104,7336,Delivered
1105,19105,Delivered
1106,6455,Delivered
1107,17655,Delivered
1108,14589,Delivered
1109,3851,Delivered
1110,14767,Delivered
1111,1279,Delivered
1112,12826,Delivered
1113,13667,Delivered
1114,4805,Delivered
1115,16618,Delivered
1116,1017,Delivered
1117,16898,Delivered
1118,12726,Delivered
1119,14999,Delivered
1120,13671,Delivered
1121,10152,Delivered
1122,10966,Delivered
1123,8284,Delivered
1124,1745,Delivered
1125,14179,Delivered
1126,3767,Delivered
1127,8440,Delivered
1128,10438,Delivered
1129,2351,Delivered
1130,18397,Delivered
1131,18651,Delivered
1132,12742,Delivered
1133,13727,Delivered
1134,7286,Delivered
1135,7902,Delivered
1136,17254,Delivered
1137,2797,Delivered
1138,3929,Delivered
1139,17705,Delivered
1140,15996,Delivered
1141,15517,Delivered
1142,13685,Delivered
1143,4891,Delivered
1144,1315,Delivered
1145,15309,Delivered
1146,11154,Delivered
1147,9772,Delivered
1148,8566,Delivered
1149,16974,Delivered
1150,7732,Delivered
1151,4589,Delivered
1152,9856,Delivered
1153,7050,Delivered
1154,19403,Delivered
1155,16190,Delivered
1156,5737,Delivered
1157,17000,Delivered
1158,17723,Delivered
1159,991,Delivered
1160,18425,Delivered
1161,16508,Delivered
1162,12688,Delivered
1163,7422,Delivered
1164,261,Delivered
1165,8854,Delivered
1166,16578,Delivered
1167,5475,Delivered
1168,5909,Delivered
1169,3075,Delivered
1170,689,Delivered
1171,13893,Delivered
1172,13713,Delivered
1173,5671,Delivered
1174,5551,Delivered
1175,13063,Delivered
1176,14491,Delivered
1177,17657,Delivered
1178,18943,Delivered
1179,9358,Delivered
1180,17755,Delivered
1181,6151,Delivered
1182,1173,Delivered
1183,5423,Delivered
1184,321,Delivered
1185,14777,Delivered
1186,2573,Delivered
1187,1699,Delivered
1188,11124,Delivered
1189,1389,Delivered
1190,4767,Delivered
1191,6553,Delivered
1192,2637,Delivered
1193,1783,Delivered
1194,8410,Delivered
1195,17390,Delivered
1196,11978,Delivered
1197,17108,Delivered
1198,7122,Delivered
1199,14597,Delivered
1200,12678,Delivered
1201,8514,Delivered
1202,5849,Delivered
1203,13949,Delivered
1204,3647,Delivered
1205,14401,Delivered
1206,5201,Delivered
1207,12636,Delivered
1208,9476,Delivered
1209,14977,Delivered
1210,17338,Delivered
1211,2537,Delivered
1212,5577,Delivered
1213,7698,Delivered
1214,8674,Delivered
1215,7970,Delivered
1216,19857,Delivered
1217,16492,Delivered
1218,15826,Delivered
1219,11940,Delivered
1220,8416,Delivered
1221,15643,Delivered
1222,10422,Delivered
1223,19383,Delivered
1224,17989,Delivered
1225,5815,Delivered
1226,3495,Delivered
1227,15754,Delivered
1228,5571,Delivered
1229,2891,Delivered
1230,943,Delivered
1231,1397,Delivered
1232,12977,Delivered
1233,6687,Delivered
1234,16548,Delivered
1235,9426,Delivered
1236,12316,Delivered
1237,19323,Delivered
1238,3915,Delivered
1239,4639,Delivered
1240,5987,Delivered
1241,6919,Delivered
1242,8558,Delivered
1243,1491,Delivered
1244,12020,Delivered
1245,755,Delivered
1246,9226,Delivered
1247,15577,Delivered
1248,3687,Delivered
1249,19033,Delivered
1250,16786,Delivered
1251,10186,Delivered
1252,393,Delivered
1253,15567,Delivered
1254,19379,Delivered
1255,9882,Delivered
1256,4463,Delivered
1257,7840,Delivered
1258,5393,Delivered
1259,3247,Delivered
1260,12294,Delivered
1261,4789,Delivered
1262,10512,Delivered
1263,2525,Delivered
1264,11738,Delivered
1265,12954,Delivered
1266,1227,Delivered
1267,3725,Delivered
1268,8180,Delivered
1269,743,Delivered
1270,15740,Delivered
1271,11192,Delivered
1272,4373,Delivered
1273,523,Delivered
1274,11492,Delivered
1275,15093,Delivered
1276,16426,Delivered
1277,13393,Delivered
1278,8162,Delivered
1279,14587,Delivered
1280,16138,Delivered
1281,925,Delivered
1282,13213,Delivered
1283,2579,Delivered
1284,4245,Delivered
1285,7498,Delivered
1286,5637,Delivered
1287,14203,Delivered
1288,10778,Delivered
1289,14439,Delivered
1290,18609,Delivered
1291,4675,Delivered
1292,365,Delivered
1293,1987,Delivered
1294,11414,Delivered
1295,3945,Delivered
1296,21191,Delivered
1297,21161,Delivered
1298,21550,Delivered
1299,9819,Delivered
1300,8052,Delivered
1301,8103,Delivered
1302,3165,Delivered
1303,3540,Delivered
1304,13640,Delivered
1305,16799,Delivered
1306,10955,Delivered
1307,17535,Delivered
1308,282,Delivered
1309,18794,Delivered
1310,17161,Delivered
1311,5471,Delivered
1312,6122,Delivered
1313,11799,Delivered
1314,18112,Delivered
1315,11844,Delivered
1316,6620,Delivered
1317,5253,Delivered
1318,18376,Delivered
1319,11179,Delivered
1320,12975,Delivered
1321,2517,Delivered
1322,4689,Delivered
1323,3121,Delivered
1324,13119,Delivered
1325,6331,Delivered
1326,18219,Delivered
1327,16680,Delivered
1328,8359,Delivered
1329,864,Delivered
1330,6471,Delivered
1331,11689,Delivered
1332,11831,Delivered
1333,9419,Delivered
1334,20658,Delivered
1335,19701,Delivered
1336,11777,Delivered
1337,14861,Delivered
1338,2315,Delivered
1339,19346,Delivered
1340,15550,Delivered
1341,5641,Delivered
1342,19267,Delivered
1343,15682,Delivered
1344,18607,Delivered
1345,2972,Delivered
1346,8127,Delivered
1347,6669,Delivered
1348,4571,Delivered
1349,467,Delivered
1350,15580,Delivered
1351,20220,Delivered
1352,13028,Delivered
1353,2498,Delivered
1354,15494,Delivered
1355,16435,Delivered
1356,12307,Delivered
1357,16615,Delivered
1358,15514,Delivered
1359,8664,Delivered
1360,1549,Delivered
1361,18244,Delivered
1362,2192,Delivered
1363,10835,Delivered
1364,1238,Delivered
1365,15377,Delivered
1366,8225,Delivered
